#CHROM	POS	data/sample17/alignment.bam
NC_006432.1	1	1
NC_006432.1	2	15
NC_006432.1	3	15
NC_006432.1	4	15
NC_006432.1	5	15
NC_006432.1	6	15
NC_006432.1	7	15
NC_006432.1	8	15
NC_006432.1	9	15
NC_006432.1	10	15
NC_006432.1	11	15
NC_006432.1	12	15
NC_006432.1	13	15
NC_006432.1	14	15
NC_006432.1	15	15
NC_006432.1	16	15
NC_006432.1	17	15
NC_006432.1	18	15
NC_006432.1	19	18
NC_006432.1	20	18
NC_006432.1	21	18
NC_006432.1	22	18
NC_006432.1	23	18
NC_006432.1	24	18
NC_006432.1	25	18
NC_006432.1	26	18
NC_006432.1	27	18
NC_006432.1	28	18
NC_006432.1	29	18
NC_006432.1	30	18
NC_006432.1	31	18
NC_006432.1	32	18
NC_006432.1	33	18
NC_006432.1	34	18
NC_006432.1	35	18
NC_006432.1	36	18
NC_006432.1	37	19
NC_006432.1	38	19
NC_006432.1	39	19
NC_006432.1	40	19
NC_006432.1	41	25
NC_006432.1	42	61
NC_006432.1	43	89
NC_006432.1	44	127
NC_006432.1	45	180
NC_006432.1	46	216
NC_006432.1	47	216
NC_006432.1	48	232
NC_006432.1	49	234
NC_006432.1	50	234
NC_006432.1	51	235
NC_006432.1	52	258
NC_006432.1	53	272
NC_006432.1	54	281
NC_006432.1	55	293
NC_006432.1	56	296
NC_006432.1	57	299
NC_006432.1	58	357
NC_006432.1	59	362
NC_006432.1	60	362
NC_006432.1	61	377
NC_006432.1	62	417
NC_006432.1	63	418
NC_006432.1	64	418
NC_006432.1	65	418
NC_006432.1	66	418
NC_006432.1	67	435
NC_006432.1	68	435
NC_006432.1	69	435
NC_006432.1	70	477
NC_006432.1	71	484
NC_006432.1	72	484
NC_006432.1	73	485
NC_006432.1	74	483
NC_006432.1	75	493
NC_006432.1	76	500
NC_006432.1	77	489
NC_006432.1	78	494
NC_006432.1	79	494
NC_006432.1	80	499
NC_006432.1	81	499
NC_006432.1	82	538
NC_006432.1	83	539
NC_006432.1	84	541
NC_006432.1	85	541
NC_006432.1	86	546
NC_006432.1	87	558
NC_006432.1	88	586
NC_006432.1	89	589
NC_006432.1	90	589
NC_006432.1	91	589
NC_006432.1	92	591
NC_006432.1	93	596
NC_006432.1	94	612
NC_006432.1	95	622
NC_006432.1	96	622
NC_006432.1	97	622
NC_006432.1	98	627
NC_006432.1	99	641
NC_006432.1	100	664
NC_006432.1	101	668
NC_006432.1	102	668
NC_006432.1	103	668
NC_006432.1	104	671
NC_006432.1	105	676
NC_006432.1	106	690
NC_006432.1	107	694
NC_006432.1	108	698
NC_006432.1	109	698
NC_006432.1	110	717
NC_006432.1	111	748
NC_006432.1	112	767
NC_006432.1	113	769
NC_006432.1	114	771
NC_006432.1	115	780
NC_006432.1	116	774
NC_006432.1	117	747
NC_006432.1	118	721
NC_006432.1	119	702
NC_006432.1	120	673
NC_006432.1	121	641
NC_006432.1	122	647
NC_006432.1	123	635
NC_006432.1	124	639
NC_006432.1	125	671
NC_006432.1	126	666
NC_006432.1	127	661
NC_006432.1	128	652
NC_006432.1	129	649
NC_006432.1	130	696
NC_006432.1	131	740
NC_006432.1	132	743
NC_006432.1	133	691
NC_006432.1	134	736
NC_006432.1	135	822
NC_006432.1	136	827
NC_006432.1	137	792
NC_006432.1	138	806
NC_006432.1	139	824
NC_006432.1	140	863
NC_006432.1	141	866
NC_006432.1	142	864
NC_006432.1	143	878
NC_006432.1	144	910
NC_006432.1	145	877
NC_006432.1	146	898
NC_006432.1	147	915
NC_006432.1	148	919
NC_006432.1	149	969
NC_006432.1	150	968
NC_006432.1	151	972
NC_006432.1	152	972
NC_006432.1	153	968
NC_006432.1	154	969
NC_006432.1	155	1058
NC_006432.1	156	1074
NC_006432.1	157	1044
NC_006432.1	158	1062
NC_006432.1	159	1090
NC_006432.1	160	1106
NC_006432.1	161	1154
NC_006432.1	162	1161
NC_006432.1	163	1148
NC_006432.1	164	1150
NC_006432.1	165	1160
NC_006432.1	166	1175
NC_006432.1	167	1192
NC_006432.1	168	1187
NC_006432.1	169	1192
NC_006432.1	170	1191
NC_006432.1	171	1235
NC_006432.1	172	1243
NC_006432.1	173	1241
NC_006432.1	174	1216
NC_006432.1	175	1236
NC_006432.1	176	1242
NC_006432.1	177	1248
NC_006432.1	178	1275
NC_006432.1	179	1337
NC_006432.1	180	1353
NC_006432.1	181	1346
NC_006432.1	182	1371
NC_006432.1	183	1374
NC_006432.1	184	1415
NC_006432.1	185	1410
NC_006432.1	186	1381
NC_006432.1	187	1371
NC_006432.1	188	1411
NC_006432.1	189	1434
NC_006432.1	190	1445
NC_006432.1	191	1566
NC_006432.1	192	1589
NC_006432.1	193	1885
NC_006432.1	194	1883
NC_006432.1	195	1889
NC_006432.1	196	1973
NC_006432.1	197	2196
NC_006432.1	198	2375
NC_006432.1	199	2413
NC_006432.1	200	2394
NC_006432.1	201	2421
NC_006432.1	202	2463
NC_006432.1	203	2497
NC_006432.1	204	2518
NC_006432.1	205	2478
NC_006432.1	206	2484
NC_006432.1	207	2500
NC_006432.1	208	2525
NC_006432.1	209	2497
NC_006432.1	210	2427
NC_006432.1	211	2448
NC_006432.1	212	2448
NC_006432.1	213	2458
NC_006432.1	214	2450
NC_006432.1	215	2442
NC_006432.1	216	2460
NC_006432.1	217	2452
NC_006432.1	218	2617
NC_006432.1	219	2636
NC_006432.1	220	2637
NC_006432.1	221	2648
NC_006432.1	222	2682
NC_006432.1	223	2699
NC_006432.1	224	2708
NC_006432.1	225	2718
NC_006432.1	226	2721
NC_006432.1	227	2724
NC_006432.1	228	2736
NC_006432.1	229	2785
NC_006432.1	230	2794
NC_006432.1	231	2781
NC_006432.1	232	2815
NC_006432.1	233	2799
NC_006432.1	234	2804
NC_006432.1	235	2820
