#CHROM	POS	data/sample11/alignment.bam
NC_006432.1	1	195
NC_006432.1	2	256
NC_006432.1	3	265
NC_006432.1	4	270
NC_006432.1	5	271
NC_006432.1	6	273
NC_006432.1	7	281
NC_006432.1	8	291
NC_006432.1	9	300
NC_006432.1	10	312
NC_006432.1	11	324
NC_006432.1	12	336
NC_006432.1	13	344
NC_006432.1	14	353
NC_006432.1	15	361
NC_006432.1	16	371
NC_006432.1	17	379
NC_006432.1	18	408
NC_006432.1	19	433
NC_006432.1	20	457
NC_006432.1	21	476
NC_006432.1	22	483
NC_006432.1	23	494
NC_006432.1	24	554
NC_006432.1	25	578
NC_006432.1	26	583
NC_006432.1	27	583
NC_006432.1	28	585
NC_006432.1	29	586
NC_006432.1	30	659
NC_006432.1	31	676
NC_006432.1	32	681
NC_006432.1	33	681
NC_006432.1	34	709
NC_006432.1	35	717
NC_006432.1	36	768
NC_006432.1	37	824
NC_006432.1	38	829
NC_006432.1	39	847
NC_006432.1	40	880
NC_006432.1	41	1069
NC_006432.1	42	1577
NC_006432.1	43	1713
NC_006432.1	44	2425
NC_006432.1	45	4251
NC_006432.1	46	4693
NC_006432.1	47	5010
NC_006432.1	48	5419
NC_006432.1	49	5504
NC_006432.1	50	5529
NC_006432.1	51	5548
NC_006432.1	52	5836
NC_006432.1	53	5873
NC_006432.1	54	5922
NC_006432.1	55	5950
NC_006432.1	56	6005
NC_006432.1	57	6174
NC_006432.1	58	9886
NC_006432.1	59	10280
NC_006432.1	60	10367
NC_006432.1	61	10692
NC_006432.1	62	11590
NC_006432.1	63	11663
NC_006432.1	64	11720
NC_006432.1	65	11954
NC_006432.1	66	12118
NC_006432.1	67	12408
NC_006432.1	68	12454
NC_006432.1	69	12495
NC_006432.1	70	12657
NC_006432.1	71	12691
NC_006432.1	72	12705
NC_006432.1	73	12735
NC_006432.1	74	12712
NC_006432.1	75	12717
NC_006432.1	76	12789
NC_006432.1	77	12805
NC_006432.1	78	12926
NC_006432.1	79	12932
NC_006432.1	80	13107
NC_006432.1	81	13149
NC_006432.1	82	13972
NC_006432.1	83	13992
NC_006432.1	84	14102
NC_006432.1	85	14138
NC_006432.1	86	14194
NC_006432.1	87	14461
NC_006432.1	88	14823
NC_006432.1	89	14840
NC_006432.1	90	14846
NC_006432.1	91	14859
NC_006432.1	92	14897
NC_006432.1	93	15014
NC_006432.1	94	15077
NC_006432.1	95	15190
NC_006432.1	96	15165
NC_006432.1	97	15270
NC_006432.1	98	15368
NC_006432.1	99	15878
NC_006432.1	100	16273
NC_006432.1	101	16315
NC_006432.1	102	16323
NC_006432.1	103	16332
NC_006432.1	104	16448
NC_006432.1	105	16623
NC_006432.1	106	16717
NC_006432.1	107	16849
NC_006432.1	108	16889
NC_006432.1	109	16976
NC_006432.1	110	18035
NC_006432.1	111	19444
NC_006432.1	112	19949
NC_006432.1	113	20344
NC_006432.1	114	20693
NC_006432.1	115	21007
NC_006432.1	116	21055
NC_006432.1	117	21121
NC_006432.1	118	21219
NC_006432.1	119	21404
NC_006432.1	120	19871
NC_006432.1	121	19744
NC_006432.1	122	19728
NC_006432.1	123	19540
NC_006432.1	124	19565
NC_006432.1	125	20342
NC_006432.1	126	20514
NC_006432.1	127	20645
NC_006432.1	128	20793
NC_006432.1	129	21068
NC_006432.1	130	22801
NC_006432.1	131	23724
NC_006432.1	132	24377
NC_006432.1	133	21223
NC_006432.1	134	22382
NC_006432.1	135	24571
NC_006432.1	136	24927
NC_006432.1	137	24126
NC_006432.1	138	24841
NC_006432.1	139	25665
NC_006432.1	140	27529
NC_006432.1	141	27538
NC_006432.1	142	27440
NC_006432.1	143	27635
NC_006432.1	144	28040
NC_006432.1	145	28004
NC_006432.1	146	28085
NC_006432.1	147	28455
NC_006432.1	148	28822
NC_006432.1	149	29962
NC_006432.1	150	30210
NC_006432.1	151	30312
NC_006432.1	152	30523
NC_006432.1	153	30522
NC_006432.1	154	30676
NC_006432.1	155	31933
NC_006432.1	156	32037
NC_006432.1	157	31307
NC_006432.1	158	31434
NC_006432.1	159	31543
NC_006432.1	160	31693
NC_006432.1	161	32307
NC_006432.1	162	32426
NC_006432.1	163	32179
NC_006432.1	164	32275
NC_006432.1	165	32454
NC_006432.1	166	32807
NC_006432.1	167	33088
NC_006432.1	168	33123
NC_006432.1	169	33624
NC_006432.1	170	33602
NC_006432.1	171	34027
NC_006432.1	172	34097
NC_006432.1	173	34068
NC_006432.1	174	33626
NC_006432.1	175	33350
NC_006432.1	176	33416
NC_006432.1	177	33659
NC_006432.1	178	34354
NC_006432.1	179	34937
NC_006432.1	180	36739
NC_006432.1	181	37518
NC_006432.1	182	37631
NC_006432.1	183	37859
NC_006432.1	184	38147
NC_006432.1	185	37338
NC_006432.1	186	36021
NC_006432.1	187	35645
NC_006432.1	188	36141
